total_packet_rate,total_byte_rate,avg_packet_size,icmp_rate,icmp_to_total_ratio,unique_source_ips,label
21.0,1822.5,86.78571428571429,0.0,0.0,3,0
55.0,5183.0,94.23636363636363,3.0,0.05454545454545454,4,0
7.5,512.0,68.26666666666667,1.0,0.13333333333333333,7,0
8.5,650.0,76.47058823529412,0.5,0.058823529411764705,5,0
6.5,484.0,74.46153846153847,0.5,0.07692307692307693,4,0
2.5,223.0,89.2,0.0,0.0,2,0
3.0,266.0,88.66666666666667,0.0,0.0,2,0
23.5,1813.0,77.14893617021276,0.0,0.0,4,0
17.0,2354.0,138.47058823529412,3.0,0.17647058823529413,9,0
7.0,498.0,71.14285714285714,1.0,0.14285714285714285,5,0
4.5,270.0,60.0,0.0,0.0,3,0
2.0,146.0,73.0,1.0,0.5,3,0
4.5,405.0,90.0,0.0,0.0,2,0
4.0,297.0,74.25,0.0,0.0,3,0
5.5,410.5,74.63636363636364,0.0,0.0,4,0
5.5,468.5,85.18181818181819,0.0,0.0,5,0
21.0,1679.0,79.95238095238095,0.0,0.0,3,0
14.0,2132.0,152.28571428571428,4.0,0.2857142857142857,4,0
4.5,353.0,78.44444444444444,0.0,0.0,4,0
2.5,166.0,66.4,0.0,0.0,3,0
5.0,310.0,62.0,1.0,0.2,3,0
8.5,699.0,82.23529411764706,0.0,0.0,7,0
10.0,1187.0,118.7,0.0,0.0,4,0
28.0,2751.5,98.26785714285714,0.0,0.0,4,0
14.5,2096.5,144.58620689655172,4.0,0.27586206896551724,5,0
6.5,445.5,68.53846153846153,0.0,0.0,4,0
11.5,2184.0,189.91304347826087,0.0,0.0,5,0
9.0,646.0,71.77777777777777,1.0,0.1111111111111111,5,0
9.0,830.5,92.27777777777777,0.0,0.0,8,0
3.5,210.0,60.0,0.0,0.0,1,0
1.0,70.5,70.5,0.0,0.0,2,0
7.5,590.5,78.73333333333333,0.0,0.0,3,0
4.0,313.0,78.25,0.0,0.0,3,0
8.5,625.0,73.52941176470588,0.0,0.0,4,0
23.5,1863.0,79.27659574468085,0.0,0.0,8,0
12.0,1967.0,163.91666666666666,4.0,0.3333333333333333,4,0
4.0,297.0,74.25,0.0,0.0,4,0
9.0,618.0,68.66666666666667,0.5,0.05555555555555555,5,0
5.0,321.0,64.2,0.5,0.1,4,0
3.0,180.0,60.0,0.0,0.0,2,0
8.0,599.0,74.875,0.0,0.0,3,0
4.5,376.5,83.66666666666667,0.0,0.0,6,0
7.0,493.0,70.42857142857143,0.0,0.0,3,0
16.0,1218.5,76.15625,0.0,0.0,4,0
20.0,2599.0,129.95,0.5,0.025,6,0
12.5,833.0,66.64,3.5,0.28,6,0
7.0,493.0,70.42857142857143,0.0,0.0,5,0
8.5,593.0,69.76470588235294,1.0,0.11764705882352941,5,0
8.0,537.0,67.125,0.0,0.0,6,0
6.0,376.0,62.666666666666664,0.0,0.0,3,0
4.5,405.0,90.0,0.0,0.0,2,0
7.0,637.5,91.07142857142857,0.0,0.0,3,0
22.5,2043.5,90.82222222222222,0.0,0.0,3,0
14.0,2119.0,151.35714285714286,4.0,0.2857142857142857,4,0
7.5,590.0,78.66666666666667,0.0,0.0,8,0
7.5,582.5,77.66666666666667,0.0,0.0,5,0
9.0,902.5,100.27777777777777,1.0,0.1111111111111111,5,0
5.5,524.5,95.36363636363636,0.0,0.0,3,0
6.0,552.5,92.08333333333333,0.0,0.0,3,0
21.0,1640.0,78.0952380952381,0.0,0.0,4,0
19.0,2614.5,137.60526315789474,4.0,0.21052631578947367,5,0
11.5,1014.5,88.21739130434783,0.0,0.0,9,0
6.0,621.5,103.58333333333333,1.0,0.16666666666666666,4,0
2.5,223.0,89.2,0.0,0.0,2,0
2.5,223.0,89.2,0.0,0.0,2,0
13.0,1040.0,80.0,0.0,0.0,3,0
20.5,2645.0,129.02439024390245,0.5,0.024390243902439025,5,0
8.5,577.0,67.88235294117646,3.5,0.4117647058823529,7,0
3.0,180.0,60.0,0.0,0.0,2,0
6.5,551.0,84.76923076923077,1.0,0.15384615384615385,4,0
2.5,223.0,89.2,0.0,0.0,2,0
2.5,223.0,89.2,0.0,0.0,2,0
5.5,403.0,73.27272727272727,0.0,0.0,3,0
7.0,511.0,73.0,0.0,0.0,7,0
5.5,742.0,134.9090909090909,0.0,0.0,4,0
23.5,2287.0,97.31914893617021,0.0,0.0,3,0
11.5,2068.0,179.82608695652175,3.0,0.2608695652173913,2,0
1.5,95.0,63.333333333333336,1.0,0.6666666666666666,2,0
11.0,1542.5,140.22727272727272,0.0,0.0,4,0
9.5,1471.0,154.8421052631579,1.0,0.10526315789473684,5,0
7.0,550.0,78.57142857142857,0.0,0.0,7,0
2.0,182.5,91.25,0.0,0.0,2,0
3.0,266.0,88.66666666666667,0.0,0.0,2,0
2.5,223.0,89.2,0.0,0.0,2,0
3.0,413.5,137.83333333333334,0.0,0.0,2,0
6.5,499.5,76.84615384615384,0.0,0.0,4,0
19.5,1481.0,75.94871794871794,0.0,0.0,3,0
16.0,2191.0,136.9375,4.0,0.25,7,0
9.0,675.0,75.0,0.0,0.0,5,0
6.0,438.0,73.0,0.5,0.08333333333333333,5,0
11.0,779.0,70.81818181818181,0.5,0.045454545454545456,6,0
9.5,700.0,73.6842105263158,0.0,0.0,4,0
4.5,359.0,79.77777777777777,0.0,0.0,4,0
9.0,605.5,67.27777777777777,0.0,0.0,4,0
8.5,640.0,75.29411764705883,0.0,0.0,7,0
5.0,339.5,67.9,0.0,0.0,2,0
20.0,1569.5,78.475,0.0,0.0,3,0
13.0,1989.0,153.0,4.0,0.3076923076923077,3,0
9.0,675.0,75.0,0.0,0.0,5,0
6.5,468.0,72.0,0.5,0.07692307692307693,5,0
6.5,475.5,73.15384615384616,0.5,0.07692307692307693,6,0
5.5,466.0,84.72727272727273,0.0,0.0,6,0
5.5,387.0,70.36363636363636,0.0,0.0,3,0
22.0,1691.0,76.86363636363636,0.0,0.0,4,0
17.0,2345.0,137.94117647058823,3.0,0.17647058823529413,5,0
5.0,321.0,64.2,1.0,0.2,4,0
7.5,628.5,83.8,0.0,0.0,3,0
18.0,1460.5,81.13888888888889,1.0,0.05555555555555555,10,0
7.5,680.5,90.73333333333333,0.0,0.0,4,0
6.0,627.5,104.58333333333333,0.0,0.0,4,0
4.0,491.5,122.875,0.0,0.0,3,0
4.5,662.5,147.22222222222223,0.0,0.0,3,0
22.5,2092.0,92.97777777777777,0.0,0.0,3,0
17.5,2546.0,145.4857142857143,4.0,0.22857142857142856,8,0
3.5,210.0,60.0,0.0,0.0,2,0
2.0,271.0,135.5,1.0,0.5,3,0
5.0,451.0,90.2,0.0,0.0,2,0
2.5,223.0,89.2,0.0,0.0,2,0
22.0,1659.0,75.4090909090909,0.0,0.0,4,0
18.5,2524.0,136.43243243243242,2.5,0.13513513513513514,9,0
5.5,408.0,74.18181818181819,1.5,0.2727272727272727,4,0
5.0,378.0,75.6,0.5,0.1,4,0
6.5,452.0,69.53846153846153,0.5,0.07692307692307693,5,0
3.5,351.0,100.28571428571429,0.0,0.0,2,0
4.5,270.0,60.0,0.0,0.0,1,0
10.5,838.0,79.80952380952381,0.0,0.0,7,0
5.5,877.0,159.45454545454547,0.0,0.0,3,0
23.5,2287.0,97.31914893617021,0.0,0.0,3,0
17.0,2318.0,136.35294117647058,4.0,0.23529411764705882,5,0
5.5,387.0,70.36363636363636,0.0,0.0,5,0
11.5,2184.0,189.91304347826087,0.0,0.0,5,0
7.0,503.0,71.85714285714286,1.0,0.14285714285714285,5,0
3.5,267.0,76.28571428571429,0.0,0.0,5,0
4.0,253.0,63.25,0.0,0.0,2,0
22.5,1943.5,86.37777777777778,0.0,0.0,4,0
16.5,2315.0,140.3030303030303,2.5,0.15151515151515152,5,0
6.0,579.0,96.5,1.5,0.25,5,0
8.5,567.0,66.70588235294117,0.0,0.0,5,0
10.0,1057.5,105.75,1.0,0.1,9,0
4.0,313.0,78.25,0.0,0.0,3,0
5.5,387.0,70.36363636363636,0.0,0.0,3,0
4.0,397.0,99.25,0.0,0.0,3,0
3.0,194.0,64.66666666666667,0.0,0.0,2,0
26.5,2089.0,78.83018867924528,0.0,0.0,4,0
17.0,2327.0,136.88235294117646,4.0,0.23529411764705882,9,0
6.5,542.5,83.46153846153847,0.0,0.0,4,0
17.5,1492.5,85.28571428571429,0.5,0.02857142857142857,4,0
6.5,550.0,84.61538461538461,0.5,0.07692307692307693,4,0
10.0,888.5,88.85,0.0,0.0,3,0
7.5,621.0,82.8,0.0,0.0,3,0
5.0,339.5,67.9,0.0,0.0,2,0
4.5,337.5,75.0,0.0,0.0,6,0
7.5,672.0,89.6,0.0,0.0,2,0
24.0,1910.5,79.60416666666667,0.0,0.0,4,0
18.5,2408.0,130.16216216216216,4.0,0.21621621621621623,6,0
8.5,583.0,68.58823529411765,0.0,0.0,5,0
5.0,362.0,72.4,0.5,0.1,5,0
6.5,475.5,73.15384615384616,0.5,0.07692307692307693,6,0
8.0,602.5,75.3125,0.0,0.0,6,0
5.0,478.5,95.7,0.0,0.0,2,0
5.0,505.5,101.1,0.0,0.0,3,0
26.5,2073.0,78.22641509433963,0.0,0.0,4,0
17.0,2609.0,153.47058823529412,4.0,0.23529411764705882,5,0
7.5,678.0,90.4,0.0,0.0,5,0
11.0,973.5,88.5,0.5,0.045454545454545456,9,0
3.5,330.0,94.28571428571429,0.5,0.14285714285714285,3,0
4.5,622.5,138.33333333333334,0.0,0.0,4,0
6.5,463.0,71.23076923076923,0.0,0.0,3,0
2.5,207.0,82.8,0.0,0.0,3,0
11.5,912.0,79.30434782608695,0.0,0.0,3,0
10.5,876.0,83.42857142857143,0.0,0.0,7,0
19.0,1524.0,80.21052631578948,0.0,0.0,3,0
12.5,2013.0,161.04,4.0,0.32,4,0
5.5,403.0,73.27272727272727,0.0,0.0,4,0
4.5,353.0,78.44444444444444,1.0,0.2222222222222222,4,0
11.0,923.0,83.9090909090909,0.0,0.0,3,0
6.0,456.5,76.08333333333333,0.0,0.0,4,0
23.0,2091.5,90.93478260869566,0.0,0.0,6,0
14.5,2569.0,177.17241379310346,4.0,0.27586206896551724,2,0
4.5,492.5,109.44444444444444,0.0,0.0,4,0
5.0,404.0,80.8,0.0,0.0,4,0
4.5,353.0,78.44444444444444,1.0,0.2222222222222222,4,0
11.5,2166.5,188.3913043478261,0.0,0.0,3,0
7.0,567.5,81.07142857142857,0.0,0.0,7,0
5.5,455.5,82.81818181818181,0.0,0.0,3,0
18.5,1490.0,80.54054054054055,0.0,0.0,3,0
19.0,2484.0,130.73684210526315,4.0,0.21052631578947367,4,0
3.0,180.0,60.0,0.0,0.0,3,0
9.5,590.5,62.1578947368421,1.0,0.10526315789473684,5,0
6.5,682.5,105.0,0.0,0.0,4,0
11.5,924.5,80.3913043478261,0.0,0.0,5,0
20.5,1633.0,79.65853658536585,0.0,0.0,3,0
14.0,2122.0,151.57142857142858,4.0,0.2857142857142857,5,0
10.5,879.5,83.76190476190476,0.0,0.0,5,0
7.5,517.0,68.93333333333334,1.0,0.13333333333333333,6,0
7.0,500.5,71.5,0.0,0.0,4,0
3.0,240.0,80.0,0.0,0.0,4,0
25.5,2000.5,78.45098039215686,0.0,0.0,4,0
20.5,2509.0,122.39024390243902,4.0,0.1951219512195122,6,0
8.5,583.0,68.58823529411765,0.0,0.0,6,0
11.0,738.0,67.0909090909091,0.5,0.045454545454545456,6,0
11.0,886.5,80.5909090909091,0.5,0.045454545454545456,10,0
3.5,466.0,133.14285714285714,0.0,0.0,3,0
2.5,223.0,89.2,0.0,0.0,2,0
6.5,390.0,60.0,0.0,0.0,2,0
3.0,194.0,64.66666666666667,0.0,0.0,2,0
28.0,2163.0,77.25,0.0,0.0,5,0
18.5,2360.0,127.56756756756756,4.0,0.21621621621621623,6,0
9.5,684.0,72.0,0.0,0.0,9,0
4.5,335.5,74.55555555555556,0.0,0.0,5,0
4.5,353.0,78.44444444444444,1.0,0.2222222222222222,4,0
4.5,356.0,79.11111111111111,0.0,0.0,3,0
5.0,355.5,71.1,0.0,0.0,2,0
4.0,297.0,74.25,0.0,0.0,3,0
3.0,187.5,62.5,0.0,0.0,2,0
3.0,390.0,130.0,0.0,0.0,4,0
24.5,1903.0,77.6734693877551,0.0,0.0,4,0
16.5,2315.0,140.3030303030303,2.5,0.15151515151515152,5,0
4.0,318.0,79.5,1.5,0.375,4,0
5.5,403.0,73.27272727272727,0.0,0.0,4,0
10.0,900.5,90.05,1.0,0.1,5,0
10.0,819.0,81.9,0.0,0.0,7,0
2.5,223.0,89.2,0.0,0.0,2,0
0.5,46.0,92.0,0.0,0.0,1,0
17.0,2946.0,173.2941176470588,0.0,0.0,3,0
9.5,1701.0,179.05263157894737,0.0,0.0,3,0
82.5,11667.0,141.4181818181818,5.0,0.06060606060606061,10,0
13.5,1372.0,101.62962962962963,0.5,0.037037037037037035,6,0
22.5,3815.0,169.55555555555554,0.5,0.022222222222222223,9,0
41.0,5058.5,123.3780487804878,0.0,0.0,5,0
29.5,4738.5,160.6271186440678,0.0,0.0,4,0
26.5,4320.5,163.03773584905662,0.0,0.0,3,0
34.0,4841.0,142.38235294117646,0.0,0.0,4,0
49.0,4456.0,90.93877551020408,0.0,0.0,7,0
28.0,5716.0,204.14285714285714,2.5,0.08928571428571429,7,0
20.5,2340.0,114.14634146341463,1.5,0.07317073170731707,9,0
23.5,2572.5,109.46808510638297,0.0,0.0,4,0
9.5,1700.5,179.0,1.0,0.10526315789473684,5,0
6.0,638.5,106.41666666666667,0.0,0.0,3,0
12.5,1040.0,83.2,0.0,0.0,4,0
20.0,1859.0,92.95,0.0,0.0,4,0
